transaction_id,transaction_timestamp,store_id,product_id,quantity,unit_price,discount,currency,total_amount
TXN802568,2024-02-10 07:52:00,ST025,PRD2087,3,346,0.0,USD,1038
TXN802569,2024-04-02 03:57:00,ST029,PRD2113,4,902,,USD,3608
TXN802570,2024-02-13 21:08:00,ST037,PRD2138,0,192,0.0,USD,0
TXN802571,2024-02-15 23:43:00,ST059,PRD2030,-1,1953,10.0,USD,-1963
TXN802572,2024-08-01 07:10:00,ST023,PRD2136,4,1632,50.0,USD,6478
TXN802573,2024-03-20 13:03:00,ST002,PRD2021,2,1160,20.0,USD,2300
TXN802574,2024-05-08 03:09:00,ST075,PRD2151,2,524,10.0,USD,1038
TXN802575,2024-06-02 04:36:00,ST056,PRD2072,0,104,0.0,USD,0
TXN802576,2024-05-14 00:58:00,ST014,PRD2080,2,1371,20.0,USD,2722
TXN802577,2024-08-12 15:02:00,ST005,PRD2069,4,1806,50.0,USD,7174
TXN802578,2024-07-09 12:04:00,ST065,PRD2185,3,1100,50.0,USD,3250
TXN802579,2024-03-02 07:21:00,ST016,PRD2198,1,1877,10.0,USD,1867
TXN802580,2024-07-29 17:35:00,ST001,PRD2126,1,273,10.0,USD,263
TXN802581,2024-05-21 13:42:00,ST049,PRD2122,-1,424,20.0,USD,-444
TXN802582,2024-03-15 02:02:00,ST069,PRD2025,4,1088,,USD,4352
TXN802583,2024-07-24 09:51:00,ST029,PRD2078,3,1322,20.0,USD,3946
TXN802584,2024-05-05 13:27:00,ST032,PRD2017,3,1234,10.0,USD,3692
TXN802585,2024-05-21 16:28:00,ST071,PRD2192,-1,468,20.0,USD,-488
TXN802586,2024-01-27 05:19:00,ST049,PRD2157,4,864,10.0,USD,3446
TXN802587,2024-05-17 19:12:00,ST079,PRD2119,1,1583,,USD,1583
TXN802588,2024-06-18 13:29:00,ST031,PRD2119,-1,1890,50.0,USD,-1940
TXN802589,2024-02-14 02:58:00,ST067,PRD2128,1,1678,0.0,USD,1678
TXN802590,2024-05-20 03:01:00,ST075,PRD2073,4,1074,20.0,USD,4276
TXN802591,2024-03-27 21:50:00,ST013,PRD2180,2,586,0.0,USD,1172
TXN802592,2024-06-12 02:08:00,ST027,PRD2148,1,495,10.0,USD,485
TXN802593,2024-07-15 16:15:00,ST017,PRD2125,0,146,20.0,USD,-20
TXN802594,2024-03-27 01:14:00,ST052,PRD2040,-1,1935,50.0,USD,-1985
TXN802595,2024-02-23 09:24:00,ST006,PRD2137,-1,839,10.0,USD,-849
TXN802596,2024-04-15 03:20:00,ST063,PRD2008,4,1429,10.0,USD,5706
TXN802597,2024-08-30 02:07:00,ST060,PRD2089,4,1448,,USD,5792
TXN802598,2024-02-23 19:18:00,ST069,PRD2146,3,1873,10.0,USD,5609
TXN802599,2024-03-03 09:17:00,ST056,PRD2198,2,647,0.0,USD,1294
TXN802600,2024-05-25 20:37:00,ST003,PRD2107,1,185,0.0,USD,185
TXN802601,2024-01-26 22:45:00,ST041,PRD2175,-1,616,10.0,USD,-626
TXN802602,2024-06-12 00:10:00,ST070,PRD2052,2,1853,,USD,3706
TXN802603,2024-03-04 17:07:00,ST035,PRD2002,4,1181,0.0,USD,4724
TXN802604,2024-06-23 15:56:00,ST078,PRD2054,3,1668,20.0,USD,4984
TXN802605,2024-06-21 05:34:00,ST002,PRD2019,2,1509,50.0,USD,2968
TXN802606,2024-07-03 04:27:00,ST051,PRD2092,-1,178,20.0,USD,-198
TXN802607,2024-08-12 20:33:00,ST078,PRD2014,3,993,,USD,2979
TXN802608,2024-03-18 01:29:00,ST074,PRD2079,1,854,10.0,USD,844
TXN802609,2024-07-26 06:46:00,ST022,PRD2154,3,302,50.0,USD,856
TXN802610,2024-03-10 13:43:00,ST037,PRD2039,3,853,,USD,2559
TXN802611,2024-06-12 08:48:00,ST075,PRD2083,3,1918,,USD,5754
TXN802612,2024-03-03 18:33:00,ST073,PRD2093,4,447,,USD,1788
TXN802613,2024-08-02 21:04:00,ST017,PRD2048,-1,1106,50.0,USD,-1156
TXN802614,2024-03-30 22:48:00,ST067,PRD2199,2,1941,10.0,USD,3872
TXN802615,2024-02-20 08:33:00,ST057,PRD2121,1,1221,10.0,USD,1211
TXN802616,2024-02-08 04:58:00,ST069,PRD2055,1,1668,20.0,USD,1648
TXN802617,2024-08-18 17:09:00,ST022,PRD2197,0,838,,USD,0
TXN802618,2024-04-09 09:06:00,ST078,PRD2199,-1,359,50.0,USD,-409
TXN802619,2024-06-04 17:13:00,ST012,PRD2003,0,619,20.0,USD,-20
TXN802620,2024-03-22 18:12:00,ST015,PRD2065,1,592,50.0,USD,542
TXN802621,2024-06-22 14:29:00,ST075,PRD2097,1,1658,0.0,USD,1658
TXN802622,2024-02-24 10:36:00,ST045,PRD2176,1,294,50.0,USD,244
TXN802623,2024-05-15 05:23:00,ST018,PRD2078,4,1905,10.0,USD,7610
TXN802624,2024-03-01 12:25:00,ST010,PRD2067,3,332,,USD,996
TXN802625,2024-07-03 03:19:00,ST073,PRD2074,2,1184,10.0,USD,2358
TXN802626,2024-05-02 23:11:00,ST080,PRD2011,-1,1321,0.0,USD,-1321
TXN802627,2024-07-20 23:13:00,ST029,PRD2011,2,655,20.0,USD,1290
TXN802628,2024-04-11 00:59:00,ST056,PRD2078,-1,787,,USD,-787
TXN802629,2024-05-22 03:35:00,ST063,PRD2198,1,443,20.0,USD,423
TXN802630,2024-06-08 18:04:00,ST067,PRD2187,1,349,20.0,USD,329
TXN802631,2024-07-04 22:45:00,ST071,PRD2154,-1,618,50.0,USD,-668
TXN802632,2024-05-09 16:13:00,ST006,PRD2010,-1,1976,,USD,-1976
TXN802633,2024-02-11 05:35:00,ST045,PRD2033,1,1877,10.0,USD,1867
TXN802634,2024-03-31 22:13:00,ST046,PRD2149,3,1706,0.0,USD,5118
TXN802635,2024-08-29 15:36:00,ST015,PRD2026,4,1314,,USD,5256
TXN802636,2024-08-21 16:57:00,ST011,PRD2030,2,787,0.0,USD,1574
TXN802637,2024-01-04 07:27:00,ST076,PRD2130,-1,434,20.0,USD,-454
TXN802638,2024-02-10 03:31:00,ST012,PRD2054,-1,243,20.0,USD,-263
TXN802639,2024-07-14 16:52:00,ST078,PRD2178,4,134,0.0,USD,536
TXN802640,2024-05-30 15:54:00,ST068,PRD2010,2,1119,20.0,USD,2218
TXN802641,2024-06-04 04:32:00,ST042,PRD2021,3,1830,0.0,USD,5490
TXN802642,2024-05-08 10:51:00,ST028,PRD2182,3,274,0.0,USD,822
TXN802643,2024-04-16 13:50:00,ST037,PRD2112,3,1183,0.0,USD,3549
TXN802644,2024-03-25 04:42:00,ST016,PRD2180,-1,1756,,USD,-1756
TXN802645,2024-05-29 18:33:00,ST060,PRD2076,3,1605,10.0,USD,4805
TXN802646,2024-02-20 21:05:00,ST001,PRD2085,3,964,50.0,USD,2842
TXN802647,2024-06-04 05:44:00,ST061,PRD2106,3,1240,20.0,USD,3700
TXN802648,2024-01-30 00:44:00,ST068,PRD2028,1,1853,20.0,USD,1833
TXN802649,2024-06-28 09:39:00,ST078,PRD2169,3,1034,,USD,3102
TXN802650,2024-07-31 08:56:00,ST048,PRD2043,0,530,50.0,USD,-50
TXN802651,2024-05-23 01:40:00,ST073,PRD2003,0,685,50.0,USD,-50
TXN802652,2024-01-14 08:15:00,ST042,PRD2039,2,589,10.0,USD,1168
TXN802653,2024-06-19 12:16:00,ST063,PRD2017,1,1868,,USD,1868
TXN802654,2024-04-19 12:22:00,ST051,PRD2160,0,431,20.0,USD,-20
TXN802655,2024-05-03 14:55:00,ST069,PRD2004,1,1027,,USD,1027
TXN802656,2024-05-22 18:15:00,ST017,PRD2185,1,823,,USD,823
TXN802657,2024-05-28 01:02:00,ST017,PRD2013,1,625,10.0,USD,615
TXN802658,2024-08-21 07:58:00,ST042,PRD2184,4,753,10.0,USD,3002
TXN802659,2024-04-17 10:24:00,ST058,PRD2196,2,1691,20.0,USD,3362
TXN802660,2024-01-21 02:52:00,ST061,PRD2058,1,137,,USD,137
TXN802661,2024-05-13 14:20:00,ST078,PRD2101,1,799,,USD,799
TXN802662,2024-07-24 08:24:00,ST022,PRD2107,2,1847,50.0,USD,3644
TXN802663,2024-01-23 08:29:00,ST070,PRD2199,-1,1257,50.0,USD,-1307
TXN802664,2024-04-20 17:00:00,ST001,PRD2100,3,192,0.0,USD,576
TXN802665,2024-02-02 19:21:00,ST077,PRD2029,1,722,,USD,722
TXN802666,2024-07-05 08:34:00,ST009,PRD2189,1,268,20.0,USD,248
TXN802667,2024-04-11 10:25:00,ST042,PRD2046,2,1251,0.0,USD,2502
TXN802668,2024-05-07 06:21:00,ST004,PRD2153,2,1550,0.0,USD,3100
TXN802669,2024-01-07 21:00:00,ST037,PRD2066,-1,1369,,USD,-1369
TXN802670,2024-03-25 21:06:00,ST059,PRD2190,2,1870,10.0,USD,3730
TXN802671,2024-04-25 08:26:00,ST009,PRD2004,2,147,,USD,294
TXN802672,2024-05-20 13:25:00,ST004,PRD2140,0,349,50.0,USD,-50
TXN802673,2024-01-04 09:39:00,ST066,PRD2190,4,677,20.0,USD,2688
TXN802674,2024-01-04 01:59:00,ST071,PRD2087,0,195,0.0,USD,0
TXN802675,2024-01-15 21:44:00,ST048,PRD2101,1,1948,20.0,USD,1928
TXN802676,2024-02-10 14:45:00,ST040,PRD2032,1,159,0.0,USD,159
TXN802677,2024-01-25 13:27:00,ST016,PRD2001,1,1101,50.0,USD,1051
TXN802678,2024-08-28 15:58:00,ST046,PRD2136,1,1130,20.0,USD,1110
TXN802679,2024-06-15 08:06:00,ST046,PRD2081,-1,1376,,USD,-1376
TXN802680,2024-03-11 16:29:00,ST053,PRD2169,1,1351,0.0,USD,1351
TXN802681,2024-03-28 23:03:00,ST021,PRD2103,1,698,0.0,USD,698
TXN802682,2024-02-11 07:04:00,ST074,PRD2163,1,1165,50.0,USD,1115
TXN802683,2024-05-25 08:31:00,ST013,PRD2067,-1,623,,USD,-623
TXN802684,2024-06-09 16:28:00,ST029,PRD2046,2,1150,10.0,USD,2290
TXN802685,2024-05-23 09:55:00,ST047,PRD2142,1,293,20.0,USD,273
TXN802686,2024-01-10 05:52:00,ST032,PRD2014,-1,358,50.0,USD,-408
TXN802687,2024-04-03 07:07:00,ST028,PRD2091,4,1993,,USD,7972
TXN802688,2024-07-11 00:12:00,ST066,PRD2086,-1,1561,50.0,USD,-1611
TXN802689,2024-02-24 00:36:00,ST046,PRD2081,2,1418,0.0,USD,2836
TXN802690,2024-08-17 14:44:00,ST002,PRD2144,3,1551,,USD,4653
TXN802691,2024-02-02 05:45:00,ST018,PRD2082,1,1987,,USD,1987
TXN802692,2024-08-29 04:24:00,ST042,PRD2057,4,1003,10.0,USD,4002
TXN802693,2024-08-27 16:31:00,ST049,PRD2073,1,1213,,USD,1213
TXN802694,2024-06-18 03:48:00,ST008,PRD2091,3,541,20.0,USD,1603
TXN802695,2024-07-03 09:20:00,ST024,PRD2061,4,403,20.0,USD,1592
TXN802696,2024-02-04 16:22:00,ST052,PRD2131,2,1741,0.0,USD,3482
TXN802697,2024-05-22 21:28:00,ST032,PRD2188,3,1819,50.0,USD,5407
TXN802698,2024-03-20 05:30:00,ST027,PRD2191,1,1483,0.0,USD,1483
TXN802699,2024-04-13 19:27:00,ST070,PRD2054,0,899,10.0,USD,-10
TXN802700,2024-06-17 09:11:00,ST001,PRD2113,4,733,20.0,USD,2912
TXN802701,2024-07-15 19:01:00,ST008,PRD2188,1,1286,10.0,USD,1276
TXN802702,2024-01-14 08:56:00,ST022,PRD2169,1,837,10.0,USD,827
TXN802703,2024-06-12 12:12:00,ST024,PRD2023,-1,1552,10.0,USD,-1562
TXN802704,2024-05-30 02:39:00,ST020,PRD2149,3,1936,10.0,USD,5798
TXN802705,2024-03-20 21:16:00,ST043,PRD2081,1,1808,,USD,1808
TXN802706,2024-01-21 02:36:00,ST059,PRD2107,3,1452,10.0,USD,4346
TXN802707,2024-05-23 06:01:00,ST051,PRD2005,1,196,10.0,USD,186
TXN802708,2024-04-08 00:15:00,ST027,PRD2068,-1,569,,USD,-569
TXN802709,2024-03-19 13:11:00,ST002,PRD2187,3,763,50.0,USD,2239
TXN802710,2024-08-19 12:32:00,ST044,PRD2059,-1,1229,50.0,USD,-1279
TXN802711,2024-03-31 03:22:00,ST002,PRD2042,3,209,10.0,USD,617
TXN802712,2024-01-04 03:34:00,ST054,PRD2034,1,729,0.0,USD,729
TXN802713,2024-05-22 01:26:00,ST041,PRD2102,2,1336,10.0,USD,2662
TXN802714,2024-02-05 13:49:00,ST067,PRD2102,3,181,10.0,USD,533
TXN802715,2024-06-25 04:59:00,ST041,PRD2092,-1,1311,0.0,USD,-1311
TXN802716,2024-05-27 01:24:00,ST074,PRD2179,2,927,20.0,USD,1834
TXN802717,2024-06-27 01:20:00,ST044,PRD2048,4,1861,20.0,USD,7424
TXN802718,2024-06-25 13:33:00,ST063,PRD2165,3,1000,20.0,USD,2980
TXN802719,2024-05-05 04:06:00,ST035,PRD2080,-1,375,,USD,-375
TXN802720,2024-05-13 01:38:00,ST008,PRD2078,1,314,0.0,USD,314
TXN802721,2024-04-29 01:33:00,ST008,PRD2102,4,328,50.0,USD,1262
TXN802722,2024-08-26 08:24:00,ST035,PRD2061,-1,1094,,USD,-1094
TXN802723,2024-02-27 04:09:00,ST071,PRD2182,-1,471,50.0,USD,-521
TXN802724,2024-05-16 03:29:00,ST071,PRD2051,1,903,,USD,903
TXN802725,2024-02-23 16:50:00,ST070,PRD2071,2,1118,20.0,USD,2216
TXN802726,2024-07-04 00:36:00,ST030,PRD2102,4,591,10.0,USD,2354
TXN802727,2024-04-08 08:16:00,ST031,PRD2181,2,433,50.0,USD,816
TXN802728,2024-06-07 14:08:00,ST057,PRD2151,3,1299,0.0,USD,3897
TXN802729,2024-02-13 01:35:00,ST016,PRD2082,2,1410,20.0,USD,2800
TXN802730,2024-03-09 05:01:00,ST043,PRD2067,2,1626,20.0,USD,3232
TXN802731,2024-04-04 09:30:00,ST052,PRD2079,-1,1334,20.0,USD,-1354
TXN802732,2024-04-18 12:46:00,ST019,PRD2175,1,1443,10.0,USD,1433
TXN802733,2024-08-29 08:43:00,ST062,PRD2108,1,1985,20.0,USD,1965
TXN802734,2024-07-26 05:15:00,ST015,PRD2159,3,1737,0.0,USD,5211
TXN802735,2024-04-19 18:26:00,ST019,PRD2007,-1,231,0.0,USD,-231
TXN802736,2024-05-01 17:02:00,ST020,PRD2012,1,1340,0.0,USD,1340
TXN802737,2024-08-03 10:05:00,ST003,PRD2076,3,662,10.0,USD,1976
TXN802738,2024-06-10 14:31:00,ST079,PRD2134,3,1035,0.0,USD,3105
TXN802739,2024-06-28 06:27:00,ST026,PRD2194,1,218,50.0,USD,168
TXN802740,2024-05-28 20:40:00,ST059,PRD2130,-1,1967,50.0,USD,-2017
TXN802741,2024-01-13 00:19:00,ST059,PRD2113,2,270,0.0,USD,540
TXN802742,2024-06-09 16:11:00,ST010,PRD2157,1,1735,,USD,1735
TXN802743,2024-08-30 01:17:00,ST027,PRD2007,0,477,10.0,USD,-10
TXN802744,2024-07-04 15:13:00,ST071,PRD2049,3,773,0.0,USD,2319
TXN802745,2024-05-04 04:12:00,ST020,PRD2041,-1,185,0.0,USD,-185
TXN802746,2024-03-28 23:44:00,ST016,PRD2172,4,128,10.0,USD,502
TXN802747,2024-08-27 22:26:00,ST017,PRD2010,4,817,10.0,USD,3258
TXN802748,2024-06-04 01:40:00,ST041,PRD2085,4,1914,10.0,USD,7646
TXN802749,2024-01-20 21:52:00,ST011,PRD2129,0,1086,20.0,USD,-20
TXN802750,2024-07-15 03:57:00,ST031,PRD2080,1,528,10.0,USD,518
TXN802751,2024-02-01 06:26:00,ST076,PRD2093,0,866,10.0,USD,-10
TXN802752,2024-08-21 19:16:00,ST023,PRD2173,0,1128,10.0,USD,-10
TXN802753,2024-04-20 16:37:00,ST069,PRD2107,2,1400,50.0,USD,2750
TXN802754,2024-07-18 13:52:00,ST043,PRD2185,1,674,0.0,USD,674
TXN802755,2024-08-06 21:27:00,ST053,PRD2174,1,171,50.0,USD,121
TXN802756,2024-04-08 21:59:00,ST003,PRD2059,-1,1790,10.0,USD,-1800
TXN802757,2024-04-01 05:11:00,ST002,PRD2160,-1,573,,USD,-573
TXN802758,2024-02-04 18:24:00,ST043,PRD2026,3,614,0.0,USD,1842
TXN802759,2024-01-22 00:30:00,ST059,PRD2178,4,1355,50.0,USD,5370
TXN802760,2024-07-01 08:40:00,ST010,PRD2145,0,223,0.0,USD,0
TXN802761,2024-05-16 03:47:00,ST030,PRD2150,0,1183,0.0,USD,0
TXN802762,2024-03-14 01:35:00,ST004,PRD2176,-1,1931,0.0,USD,-1931
TXN802763,2024-07-29 12:58:00,ST074,PRD2047,1,1890,20.0,USD,1870
TXN802764,2024-01-23 07:18:00,ST018,PRD2184,3,454,50.0,USD,1312
TXN802765,2024-05-04 07:42:00,ST026,PRD2112,1,1152,20.0,USD,1132
TXN802766,2024-07-24 15:12:00,ST013,PRD2184,1,619,20.0,USD,599
TXN802767,2024-04-11 22:23:00,ST040,PRD2030,-1,1252,,USD,-1252
TXN802768,2024-02-25 08:33:00,ST034,PRD2124,4,1039,20.0,USD,4136
TXN802769,2024-04-14 11:40:00,ST038,PRD2198,4,533,50.0,USD,2082
TXN802770,2024-06-16 20:10:00,ST033,PRD2051,1,953,10.0,USD,943
TXN802771,2024-01-29 13:52:00,ST076,PRD2040,1,1423,50.0,USD,1373
TXN802772,2024-07-06 23:22:00,ST020,PRD2102,-1,1250,50.0,USD,-1300
TXN802773,2024-05-20 18:34:00,ST041,PRD2126,4,1751,0.0,USD,7004
TXN802774,2024-03-09 00:24:00,ST064,PRD2040,1,596,10.0,USD,586
TXN802775,2024-02-15 11:47:00,ST054,PRD2058,1,190,0.0,USD,190
TXN802776,2024-04-19 09:42:00,ST027,PRD2050,2,794,0.0,USD,1588
TXN802777,2024-07-26 01:01:00,ST029,PRD2144,0,1907,50.0,USD,-50
TXN802778,2024-03-31 08:50:00,ST042,PRD2111,1,831,,USD,831
TXN802779,2024-06-19 12:36:00,ST059,PRD2189,4,584,10.0,USD,2326
TXN802780,2024-02-07 07:08:00,ST068,PRD2196,-1,649,50.0,USD,-699
TXN802781,2024-04-06 10:33:00,ST043,PRD2037,1,219,,USD,219
TXN802782,2024-07-22 09:16:00,ST078,PRD2073,2,1559,20.0,USD,3098
TXN802783,2024-08-15 10:22:00,ST077,PRD2183,-1,882,0.0,USD,-882
TXN802784,2024-04-23 12:19:00,ST038,PRD2083,1,1810,50.0,USD,1760
TXN802785,2024-07-26 01:53:00,ST073,PRD2081,4,330,10.0,USD,1310
TXN802786,2024-02-10 02:58:00,ST043,PRD2055,3,1808,,USD,5424
TXN802787,2024-08-09 21:31:00,ST058,PRD2044,-1,133,20.0,USD,-153
TXN802788,2024-01-01 15:47:00,ST022,PRD2082,4,860,,USD,3440
TXN802789,2024-03-05 00:44:00,ST067,PRD2185,1,195,50.0,USD,145
TXN802790,2024-04-26 16:51:00,ST038,PRD2105,1,690,20.0,USD,670
TXN802791,2024-05-10 23:35:00,ST065,PRD2127,3,915,20.0,USD,2725
TXN802792,2024-05-28 23:19:00,ST034,PRD2168,2,938,0.0,USD,1876
TXN802793,2024-05-22 19:46:00,ST002,PRD2191,3,481,10.0,USD,1433
TXN802794,2024-01-25 01:15:00,ST045,PRD2171,3,824,0.0,USD,2472
TXN802795,2024-02-02 02:06:00,ST031,PRD2014,-1,387,20.0,USD,-407
TXN802796,2024-02-20 15:43:00,ST067,PRD2074,2,1874,20.0,USD,3728
TXN802797,2024-07-25 07:40:00,ST045,PRD2045,3,1606,50.0,USD,4768
TXN802798,2024-04-06 13:04:00,ST014,PRD2011,4,1715,,USD,6860
TXN802799,2024-01-04 05:58:00,ST011,PRD2185,-1,987,,USD,-987
TXN802800,2024-01-17 13:39:00,ST034,PRD2016,4,1811,10.0,USD,7234
TXN802801,2024-05-11 06:36:00,ST004,PRD2098,3,1726,,USD,5178
TXN802802,2024-04-22 19:47:00,ST033,PRD2145,0,1579,20.0,USD,-20
TXN802803,2024-03-06 00:57:00,ST049,PRD2048,1,1007,20.0,USD,987
TXN802804,2024-07-22 00:28:00,ST008,PRD2189,0,479,,USD,0
TXN802805,2024-03-03 15:06:00,ST071,PRD2012,2,563,,USD,1126
TXN802806,2024-07-12 09:06:00,ST059,PRD2092,2,227,10.0,USD,444
TXN802807,2024-01-20 10:37:00,ST051,PRD2013,4,1435,50.0,USD,5690
TXN802808,2024-08-13 13:08:00,ST071,PRD2000,-1,1000,0.0,USD,-1000
TXN802809,2024-05-24 07:24:00,ST049,PRD2168,2,1323,50.0,USD,2596
TXN802810,2024-08-15 13:17:00,ST004,PRD2085,2,843,20.0,USD,1666
TXN802811,2024-06-11 15:36:00,ST067,PRD2095,3,843,50.0,USD,2479
TXN802812,2024-03-14 00:36:00,ST042,PRD2118,-1,799,10.0,USD,-809
TXN802813,2024-07-02 12:58:00,ST072,PRD2163,0,1396,50.0,USD,-50
TXN802814,2024-01-01 03:54:00,ST032,PRD2157,2,439,20.0,USD,858
TXN802815,2024-01-23 10:39:00,ST060,PRD2131,1,1806,20.0,USD,1786
TXN802816,2024-07-16 11:42:00,ST042,PRD2119,1,1733,10.0,USD,1723
TXN802817,2024-02-01 02:18:00,ST070,PRD2156,1,1841,0.0,USD,1841
TXN802818,2024-06-21 16:30:00,ST044,PRD2109,1,1292,50.0,USD,1242
TXN802819,2024-05-05 13:06:00,ST030,PRD2068,1,1293,0.0,USD,1293
TXN802820,2024-02-26 21:25:00,ST008,PRD2064,1,913,,USD,913
TXN802821,2024-07-25 15:46:00,ST070,PRD2118,2,1513,,USD,3026
TXN802822,2024-05-04 15:10:00,ST049,PRD2094,1,1532,0.0,USD,1532
TXN802823,2024-08-29 16:19:00,ST057,PRD2042,0,967,10.0,USD,-10
TXN802824,2024-02-12 08:38:00,ST079,PRD2109,2,789,10.0,USD,1568
TXN802825,2024-03-15 19:54:00,ST005,PRD2017,2,846,,USD,1692
TXN802826,2024-05-04 00:22:00,ST030,PRD2144,0,644,,USD,0
TXN802827,2024-08-11 06:08:00,ST067,PRD2013,4,1067,,USD,4268
TXN802828,2024-04-26 06:55:00,ST018,PRD2141,4,1954,10.0,USD,7806
TXN802829,2024-05-09 21:43:00,ST026,PRD2063,4,798,,USD,3192
TXN802830,2024-01-01 07:33:00,ST078,PRD2007,1,1488,50.0,USD,1438
TXN802831,2024-06-21 05:40:00,ST043,PRD2097,-1,513,0.0,USD,-513
TXN802832,2024-03-19 10:31:00,ST079,PRD2058,-1,1626,20.0,USD,-1646
TXN802833,2024-01-29 02:25:00,ST024,PRD2132,0,1030,20.0,USD,-20
TXN802834,2024-02-16 05:01:00,ST070,PRD2090,0,1111,50.0,USD,-50
TXN802835,2024-08-28 22:42:00,ST044,PRD2176,1,564,,USD,564
TXN802836,2024-08-27 06:58:00,ST057,PRD2060,1,1494,0.0,USD,1494
TXN802837,2024-08-22 05:59:00,ST047,PRD2154,1,1526,10.0,USD,1516
TXN802838,2024-04-29 00:17:00,ST036,PRD2011,1,1098,,USD,1098
TXN802839,2024-08-23 13:13:00,ST078,PRD2157,0,496,20.0,USD,-20
TXN802840,2024-06-06 04:25:00,ST050,PRD2125,4,267,50.0,USD,1018
TXN802841,2024-01-21 02:31:00,ST077,PRD2142,4,117,20.0,USD,448
TXN802842,2024-07-08 20:29:00,ST048,PRD2057,1,509,20.0,USD,489
TXN802843,2024-02-04 08:14:00,ST004,PRD2119,-1,1069,0.0,USD,-1069
TXN802844,2024-05-24 23:18:00,ST012,PRD2135,0,1866,,USD,0
TXN802845,2024-06-18 08:04:00,ST077,PRD2078,3,731,50.0,USD,2143
TXN802846,2024-01-06 05:25:00,ST063,PRD2067,1,1963,20.0,USD,1943
TXN802847,2024-07-07 18:51:00,ST053,PRD2023,4,1896,0.0,USD,7584
TXN802848,2024-03-13 17:37:00,ST062,PRD2170,1,653,10.0,USD,643
TXN802849,2024-08-22 02:03:00,ST038,PRD2029,1,1654,0.0,USD,1654
TXN802850,2024-08-16 01:50:00,ST031,PRD2016,-1,649,10.0,USD,-659
TXN802851,2024-08-07 13:50:00,ST011,PRD2170,0,308,,USD,0
TXN802852,2024-06-13 16:31:00,ST074,PRD2060,2,356,0.0,USD,712
TXN802853,2024-07-28 04:47:00,ST043,PRD2100,0,1389,,USD,0
TXN802854,2024-02-14 15:54:00,ST064,PRD2148,1,1866,50.0,USD,1816
TXN802855,2024-02-17 01:01:00,ST016,PRD2152,-1,107,0.0,USD,-107
TXN802856,2024-04-23 14:56:00,ST029,PRD2004,3,1350,,USD,4050
TXN802857,2024-06-20 10:48:00,ST077,PRD2030,1,1259,10.0,USD,1249
TXN802858,2024-01-22 13:29:00,ST008,PRD2075,2,1066,50.0,USD,2082
TXN802859,2024-01-22 08:46:00,ST073,PRD2044,1,421,20.0,USD,401
TXN802860,2024-06-21 09:06:00,ST050,PRD2104,0,400,50.0,USD,-50
TXN802861,2024-07-11 23:00:00,ST076,PRD2158,3,1290,20.0,USD,3850
TXN802862,2024-04-05 13:11:00,ST066,PRD2152,1,1904,20.0,USD,1884
TXN802863,2024-08-02 07:26:00,ST015,PRD2158,1,963,50.0,USD,913
TXN802864,2024-01-11 20:51:00,ST050,PRD2000,4,1119,,USD,4476
TXN802865,2024-02-05 00:04:00,ST052,PRD2129,-1,1036,50.0,USD,-1086
TXN802866,2024-05-11 10:21:00,ST028,PRD2077,-1,278,,USD,-278
TXN802867,2024-03-17 22:11:00,ST045,PRD2154,-1,1774,10.0,USD,-1784
TXN802868,2024-07-14 12:00:00,ST077,PRD2035,4,1697,50.0,USD,6738
TXN802869,2024-04-15 09:25:00,ST003,PRD2026,1,547,50.0,USD,497
TXN802870,2024-08-21 04:38:00,ST053,PRD2165,1,969,0.0,USD,969
TXN802871,2024-02-15 09:59:00,ST066,PRD2005,2,504,,USD,1008
TXN802872,2024-05-29 02:36:00,ST071,PRD2007,3,443,20.0,USD,1309
TXN802873,2024-06-24 22:32:00,ST057,PRD2130,1,193,,USD,193
TXN802874,2024-02-12 19:07:00,ST060,PRD2145,1,1631,,USD,1631
TXN802875,2024-02-28 12:59:00,ST065,PRD2041,3,693,20.0,USD,2059
TXN802876,2024-01-02 00:21:00,ST033,PRD2134,4,180,0.0,USD,720
TXN802877,2024-05-25 15:37:00,ST026,PRD2001,1,1081,20.0,USD,1061
TXN802878,2024-05-22 11:14:00,ST012,PRD2105,2,323,10.0,USD,636
TXN802879,2024-05-08 14:38:00,ST012,PRD2088,0,675,20.0,USD,-20
TXN802880,2024-06-23 21:24:00,ST028,PRD2050,1,1012,10.0,USD,1002
TXN802881,2024-07-09 22:13:00,ST019,PRD2197,4,726,,USD,2904
TXN802882,2024-06-20 03:02:00,ST038,PRD2018,4,1901,10.0,USD,7594
TXN802883,2024-02-19 09:28:00,ST021,PRD2089,1,406,10.0,USD,396
TXN802884,2024-03-18 20:08:00,ST026,PRD2132,-1,131,50.0,USD,-181
TXN802885,2024-07-04 23:25:00,ST031,PRD2175,1,263,,USD,263
TXN802886,2024-06-23 23:50:00,ST009,PRD2046,0,1944,20.0,USD,-20
TXN802887,2024-07-01 23:12:00,ST073,PRD2161,2,1258,10.0,USD,2506
TXN802888,2024-03-05 20:08:00,ST054,PRD2065,3,1486,,USD,4458
TXN802889,2024-06-25 15:33:00,ST037,PRD2140,4,1325,,USD,5300
TXN802890,2024-05-09 20:35:00,ST073,PRD2125,0,776,10.0,USD,-10
TXN802891,2024-07-07 09:24:00,ST069,PRD2130,1,1227,,USD,1227
TXN802892,2024-04-01 09:25:00,ST048,PRD2097,4,1745,0.0,USD,6980
